time_of_day,department,wait_time,patients_waiting,doctors_available,satisfaction_score
2025-01-23 07:00:00,Psychogeriatric Clinic,31.4,13,2,2.0
2025-01-23 08:00:00,Memory Clinic,37.8,16,2,2.3
2025-01-23 08:00:00,Mood Disorders,47.2,13,3,3.3
2025-01-23 08:00:00,Psychogeriatric Clinic,41.6,14,1,1.1
2025-01-23 09:00:00,Memory Clinic,59.0,16,1,0.0
2025-01-23 09:00:00,Mood Disorders,46.1,16,1,0.9
2025-01-23 09:00:00,Psychogeriatric Clinic,47.6,20,0,2.2
2025-01-23 10:00:00,Memory Clinic,63.0,20,1,0.9
2025-01-23 10:00:00,Mood Disorders,55.6,18,0,0.3
2025-01-23 10:00:00,Psychogeriatric Clinic,55.5,18,0,0.0
2025-01-23 11:00:00,Memory Clinic,62.8,20,0,0.0
2025-01-23 11:00:00,Mood Disorders,46.3,21,0,0.1
2025-01-23 11:00:00,Psychogeriatric Clinic,62.5,23,0,0.0
2025-01-23 12:00:00,Memory Clinic,55.7,21,1,0.6
2025-01-23 12:00:00,Mood Disorders,58.2,22,0,0.7
2025-01-23 12:00:00,Psychogeriatric Clinic,48.9,18,0,0.4
2025-01-23 13:00:00,Memory Clinic,56.5,24,0,0.0
2025-01-23 13:00:00,Mood Disorders,56.7,18,0,0.0
2025-01-23 13:00:00,Psychogeriatric Clinic,64.6,20,0,0.1
2025-01-23 14:00:00,Memory Clinic,58.3,19,1,0.9
2025-01-23 14:00:00,Mood Disorders,51.4,23,0,0.9
2025-01-23 14:00:00,Psychogeriatric Clinic,59.6,17,0,0.0
2025-01-23 15:00:00,Memory Clinic,57.1,16,2,1.8
2025-01-23 15:00:00,Mood Disorders,53.3,20,0,2.1
2025-01-23 15:00:00,Psychogeriatric Clinic,44.2,20,2,1.0
2025-01-23 16:00:00,Memory Clinic,42.5,13,2,2.5
2025-01-23 16:00:00,Mood Disorders,43.4,15,3,0.0
2025-01-23 16:00:00,Psychogeriatric Clinic,50.8,13,1,1.4
2025-01-23 17:00:00,Memory Clinic,32.9,19,0,0.9
2025-01-23 17:00:00,Mood Disorders,38.5,15,1,0.0
2025-01-23 17:00:00,Psychogeriatric Clinic,33.3,14,2,1.1
2025-01-23 18:00:00,Memory Clinic,32.3,8,2,2.0
2025-01-23 18:00:00,Mood Disorders,30.3,8,3,1.8
2025-01-23 18:00:00,Psychogeriatric Clinic,27.0,9,1,2.1
2025-01-23 19:00:00,Memory Clinic,24.0,8,2,2.7
2025-01-23 19:00:00,Mood Disorders,16.0,9,4,3.4
2025-01-23 19:00:00,Psychogeriatric Clinic,24.4,8,5,3.5
2025-01-23 20:00:00,Memory Clinic,7.8,3,4,4.7
2025-01-23 20:00:00,Mood Disorders,10.1,9,4,2.6
2025-01-23 20:00:00,Psychogeriatric Clinic,10.8,5,3,3.7
2025-01-23 21:00:00,Memory Clinic,0.0,6,5,2.7
2025-01-23 21:00:00,Mood Disorders,13.5,6,4,2.6
2025-01-23 21:00:00,Psychogeriatric Clinic,16.1,6,3,3.8
2025-01-23 22:00:00,Memory Clinic,11.3,0,4,5.0
2025-01-23 22:00:00,Mood Disorders,10.3,0,5,5.0
2025-01-23 22:00:00,Psychogeriatric Clinic,5.9,0,5,4.9
2025-01-23 23:00:00,Memory Clinic,8.9,1,3,5.0
2025-01-23 23:00:00,Mood Disorders,1.6,0,5,5.0
2025-01-23 23:00:00,Psychogeriatric Clinic,0.0,3,5,5.0
2025-01-24 00:00:00,Memory Clinic,0.0,0,5,4.1
2025-01-24 00:00:00,Mood Disorders,1.6,1,5,4.6
2025-01-24 00:00:00,Psychogeriatric Clinic,0.0,6,5,3.9
2025-01-24 01:00:00,Memory Clinic,0.0,0,5,5.0
2025-01-24 01:00:00,Mood Disorders,4.7,0,5,4.0
2025-01-24 01:00:00,Psychogeriatric Clinic,0.0,0,5,4.2
2025-01-24 02:00:00,Memory Clinic,4.2,0,5,4.2
2025-01-24 02:00:00,Mood Disorders,3.9,0,5,5.0
2025-01-24 02:00:00,Psychogeriatric Clinic,6.1,1,5,1.9
2025-01-24 03:00:00,Memory Clinic,5.3,3,4,5.0
2025-01-24 03:00:00,Mood Disorders,4.6,2,4,4.2
2025-01-24 03:00:00,Psychogeriatric Clinic,10.7,2,5,4.5
2025-01-24 04:00:00,Memory Clinic,12.4,7,4,4.7
2025-01-24 04:00:00,Mood Disorders,19.9,5,3,3.2
2025-01-24 04:00:00,Psychogeriatric Clinic,19.5,4,4,4.1
2025-01-24 05:00:00,Memory Clinic,27.6,4,4,1.2
2025-01-24 05:00:00,Mood Disorders,14.0,5,5,2.9
2025-01-24 05:00:00,Psychogeriatric Clinic,16.8,6,3,1.9
2025-01-24 06:00:00,Memory Clinic,33.4,9,3,2.7
2025-01-24 06:00:00,Mood Disorders,26.3,12,3,3.0
2025-01-24 06:00:00,Psychogeriatric Clinic,38.5,8,0,2.6
2025-01-24 07:00:00,Memory Clinic,31.8,12,2,3.4
2025-01-24 07:00:00,Mood Disorders,35.5,14,0,1.1
2025-01-24 07:00:00,Psychogeriatric Clinic,41.6,12,3,2.9
2025-01-24 08:00:00,Memory Clinic,39.4,15,1,1.3
2025-01-24 08:00:00,Mood Disorders,49.4,13,0,1.5
2025-01-24 08:00:00,Psychogeriatric Clinic,50.8,17,2,1.6
2025-01-24 09:00:00,Memory Clinic,52.4,16,1,1.1
2025-01-24 09:00:00,Mood Disorders,56.1,13,0,0.0
2025-01-24 09:00:00,Psychogeriatric Clinic,55.4,16,0,0.2
2025-01-24 10:00:00,Memory Clinic,63.5,21,1,0.0
2025-01-24 10:00:00,Mood Disorders,45.4,19,1,0.7
2025-01-24 10:00:00,Psychogeriatric Clinic,49.6,21,0,0.0
2025-01-24 11:00:00,Memory Clinic,59.3,21,1,0.0
2025-01-24 11:00:00,Mood Disorders,59.9,18,1,0.7
2025-01-24 11:00:00,Psychogeriatric Clinic,63.1,18,0,0.3
2025-01-24 12:00:00,Memory Clinic,63.3,19,0,0.0
2025-01-24 12:00:00,Mood Disorders,54.7,23,1,0.0
2025-01-24 12:00:00,Psychogeriatric Clinic,61.6,22,0,1.3
2025-01-24 13:00:00,Memory Clinic,58.0,20,0,0.2
2025-01-24 13:00:00,Mood Disorders,68.6,21,0,0.4
2025-01-24 13:00:00,Psychogeriatric Clinic,56.1,21,0,0.7
2025-01-24 14:00:00,Memory Clinic,49.5,22,0,0.4
2025-01-24 14:00:00,Mood Disorders,64.1,19,1,2.3
2025-01-24 14:00:00,Psychogeriatric Clinic,56.3,19,0,0.0
2025-01-24 15:00:00,Memory Clinic,37.8,18,3,1.6
2025-01-24 15:00:00,Mood Disorders,42.9,19,0,1.2
2025-01-24 15:00:00,Psychogeriatric Clinic,49.4,18,0,1.1
2025-01-24 16:00:00,Memory Clinic,45.1,11,1,1.7
2025-01-24 16:00:00,Mood Disorders,50.8,15,0,2.9
2025-01-24 16:00:00,Psychogeriatric Clinic,47.1,15,1,2.7
2025-01-24 17:00:00,Memory Clinic,41.1,12,4,1.5
2025-01-24 17:00:00,Mood Disorders,36.5,10,1,1.8
2025-01-24 17:00:00,Psychogeriatric Clinic,34.2,14,3,3.6
2025-01-24 18:00:00,Memory Clinic,34.5,10,3,2.7
2025-01-24 18:00:00,Mood Disorders,25.5,12,3,2.1
2025-01-24 18:00:00,Psychogeriatric Clinic,30.1,8,1,1.5
2025-01-24 19:00:00,Memory Clinic,18.7,6,4,2.3
2025-01-24 19:00:00,Mood Disorders,20.2,6,5,1.9
2025-01-24 19:00:00,Psychogeriatric Clinic,17.7,2,4,2.9
2025-01-24 20:00:00,Memory Clinic,21.8,2,5,4.8
2025-01-24 20:00:00,Mood Disorders,18.8,6,2,4.2
2025-01-24 20:00:00,Psychogeriatric Clinic,10.1,3,5,3.7
2025-01-24 21:00:00,Memory Clinic,9.1,0,4,4.0
2025-01-24 21:00:00,Mood Disorders,4.5,3,5,4.3
2025-01-24 21:00:00,Psychogeriatric Clinic,0.0,3,4,4.5
2025-01-24 22:00:00,Memory Clinic,5.5,2,4,3.7
2025-01-24 22:00:00,Mood Disorders,9.2,3,5,4.4
2025-01-24 22:00:00,Psychogeriatric Clinic,10.1,1,3,3.4
2025-01-24 23:00:00,Memory Clinic,5.3,3,3,4.0
2025-01-24 23:00:00,Mood Disorders,7.4,0,4,5.0
2025-01-24 23:00:00,Psychogeriatric Clinic,0.0,0,5,3.6
2025-01-25 00:00:00,Memory Clinic,0.0,3,5,4.2
2025-01-25 00:00:00,Mood Disorders,0.0,0,5,4.0
2025-01-25 00:00:00,Psychogeriatric Clinic,0.0,1,5,5.0
2025-01-25 01:00:00,Memory Clinic,0.0,2,5,4.6
2025-01-25 01:00:00,Mood Disorders,0.0,1,5,5.0
2025-01-25 01:00:00,Psychogeriatric Clinic,0.0,0,5,4.9
2025-01-25 02:00:00,Memory Clinic,7.9,5,4,5.0
2025-01-25 02:00:00,Mood Disorders,1.9,1,4,5.0
2025-01-25 02:00:00,Psychogeriatric Clinic,1.4,1,5,3.1
2025-01-25 03:00:00,Memory Clinic,4.7,1,4,4.2
2025-01-25 03:00:00,Mood Disorders,0.6,4,5,4.9
2025-01-25 03:00:00,Psychogeriatric Clinic,7.1,0,4,3.5
2025-01-25 04:00:00,Memory Clinic,6.7,4,2,3.1
2025-01-25 04:00:00,Mood Disorders,12.3,3,4,3.8
2025-01-25 04:00:00,Psychogeriatric Clinic,12.7,6,4,4.3
2025-01-25 05:00:00,Memory Clinic,24.9,7,4,3.7
2025-01-25 05:00:00,Mood Disorders,26.8,9,3,4.4
2025-01-25 05:00:00,Psychogeriatric Clinic,21.2,5,4,2.6
2025-01-25 06:00:00,Memory Clinic,22.9,10,1,1.1
2025-01-25 06:00:00,Mood Disorders,28.7,11,2,3.6
2025-01-25 06:00:00,Psychogeriatric Clinic,24.5,6,2,3.9
2025-01-25 07:00:00,Memory Clinic,30.5,13,1,1.0
2025-01-25 07:00:00,Mood Disorders,40.0,10,2,3.7
2025-01-25 07:00:00,Psychogeriatric Clinic,34.2,15,3,2.2
2025-01-25 08:00:00,Memory Clinic,36.7,15,1,1.2
2025-01-25 08:00:00,Mood Disorders,41.2,16,1,0.0
2025-01-25 08:00:00,Psychogeriatric Clinic,49.8,17,1,1.7
2025-01-25 09:00:00,Memory Clinic,50.6,14,0,0.6
2025-01-25 09:00:00,Mood Disorders,50.3,16,2,0.0
2025-01-25 09:00:00,Psychogeriatric Clinic,41.6,18,0,1.4
2025-01-25 10:00:00,Memory Clinic,63.9,26,0,0.2
2025-01-25 10:00:00,Mood Disorders,58.1,21,1,0.0
2025-01-25 10:00:00,Psychogeriatric Clinic,70.3,22,1,0.2
2025-01-25 11:00:00,Memory Clinic,62.7,17,0,1.0
2025-01-25 11:00:00,Mood Disorders,53.2,17,0,0.0
2025-01-25 11:00:00,Psychogeriatric Clinic,58.0,22,0,0.0
2025-01-25 12:00:00,Memory Clinic,62.4,21,0,0.0
2025-01-25 12:00:00,Mood Disorders,61.3,25,0,0.0
2025-01-25 12:00:00,Psychogeriatric Clinic,62.5,18,1,0.4
2025-01-25 13:00:00,Memory Clinic,52.3,20,0,0.0
2025-01-25 13:00:00,Mood Disorders,57.4,22,0,0.0
2025-01-25 13:00:00,Psychogeriatric Clinic,63.7,23,0,0.7
2025-01-25 14:00:00,Memory Clinic,58.5,19,0,1.4
2025-01-25 14:00:00,Mood Disorders,60.3,19,1,0.0
2025-01-25 14:00:00,Psychogeriatric Clinic,52.6,21,0,1.8
2025-01-25 15:00:00,Memory Clinic,48.3,18,1,0.7
2025-01-25 15:00:00,Mood Disorders,54.9,16,0,1.5
2025-01-25 15:00:00,Psychogeriatric Clinic,56.6,19,0,1.4
2025-01-25 16:00:00,Memory Clinic,41.9,14,0,1.9
2025-01-25 16:00:00,Mood Disorders,51.2,16,1,0.9
2025-01-25 16:00:00,Psychogeriatric Clinic,44.4,12,0,1.0
2025-01-25 17:00:00,Memory Clinic,32.6,14,3,2.3
2025-01-25 17:00:00,Mood Disorders,35.0,15,2,1.3
2025-01-25 17:00:00,Psychogeriatric Clinic,45.0,11,2,1.9
2025-01-25 18:00:00,Memory Clinic,29.0,8,1,2.0
2025-01-25 18:00:00,Mood Disorders,29.6,8,2,1.7
2025-01-25 18:00:00,Psychogeriatric Clinic,32.7,9,3,1.7
2025-01-25 19:00:00,Memory Clinic,21.8,8,3,3.4
2025-01-25 19:00:00,Mood Disorders,21.3,9,3,3.1
2025-01-25 19:00:00,Psychogeriatric Clinic,20.6,8,2,1.7
2025-01-25 20:00:00,Memory Clinic,19.7,2,3,3.8
2025-01-25 20:00:00,Mood Disorders,17.2,7,4,4.9
2025-01-25 20:00:00,Psychogeriatric Clinic,20.3,2,4,3.4
2025-01-25 21:00:00,Memory Clinic,2.7,6,3,3.4
2025-01-25 21:00:00,Mood Disorders,6.2,5,3,3.7
2025-01-25 21:00:00,Psychogeriatric Clinic,6.7,5,3,4.7
2025-01-25 22:00:00,Memory Clinic,0.1,0,5,4.7
2025-01-25 22:00:00,Mood Disorders,5.2,1,4,5.0
2025-01-25 22:00:00,Psychogeriatric Clinic,8.7,2,4,5.0
2025-01-25 23:00:00,Memory Clinic,3.5,0,4,4.6
2025-01-25 23:00:00,Mood Disorders,0.0,0,5,5.0
2025-01-25 23:00:00,Psychogeriatric Clinic,0.0,0,5,4.6
2025-01-26 00:00:00,Memory Clinic,0.0,1,5,4.8
2025-01-26 00:00:00,Mood Disorders,0.0,1,5,5.0
2025-01-26 00:00:00,Psychogeriatric Clinic,0.0,0,5,4.3
2025-01-26 01:00:00,Memory Clinic,0.0,0,5,5.0
2025-01-26 01:00:00,Mood Disorders,0.0,0,5,3.9
2025-01-26 01:00:00,Psychogeriatric Clinic,0.0,0,5,5.0
2025-01-26 02:00:00,Memory Clinic,0.0,3,5,3.0
2025-01-26 02:00:00,Mood Disorders,3.3,0,5,4.4
2025-01-26 02:00:00,Psychogeriatric Clinic,9.8,1,5,5.0
2025-01-26 03:00:00,Memory Clinic,8.0,4,4,2.8
2025-01-26 03:00:00,Mood Disorders,11.8,3,3,4.1
2025-01-26 03:00:00,Psychogeriatric Clinic,0.0,3,5,3.4
2025-01-26 04:00:00,Memory Clinic,17.5,6,4,4.8
2025-01-26 04:00:00,Mood Disorders,12.2,9,3,5.0
2025-01-26 04:00:00,Psychogeriatric Clinic,12.0,4,4,3.9
2025-01-26 05:00:00,Memory Clinic,28.3,7,2,3.3
2025-01-26 05:00:00,Mood Disorders,22.5,10,3,3.8
2025-01-26 05:00:00,Psychogeriatric Clinic,13.6,7,3,2.9
2025-01-26 06:00:00,Memory Clinic,32.8,11,2,1.5
2025-01-26 06:00:00,Mood Disorders,38.9,10,2,2.9
2025-01-26 06:00:00,Psychogeriatric Clinic,27.8,14,2,2.6
2025-01-26 07:00:00,Memory Clinic,41.6,11,1,2.6
2025-01-26 07:00:00,Mood Disorders,40.9,13,3,1.3
2025-01-26 07:00:00,Psychogeriatric Clinic,26.2,13,3,3.6
2025-01-26 08:00:00,Memory Clinic,48.2,17,1,3.4
2025-01-26 08:00:00,Mood Disorders,47.1,19,1,1.2
2025-01-26 08:00:00,Psychogeriatric Clinic,45.1,12,1,1.3
2025-01-26 09:00:00,Memory Clinic,54.2,15,1,0.0
2025-01-26 09:00:00,Mood Disorders,61.6,19,2,0.0
2025-01-26 09:00:00,Psychogeriatric Clinic,45.1,18,0,0.0
2025-01-26 10:00:00,Memory Clinic,54.1,17,0,0.3
2025-01-26 10:00:00,Mood Disorders,61.5,18,0,0.0
2025-01-26 10:00:00,Psychogeriatric Clinic,47.0,20,0,0.0
2025-01-26 11:00:00,Memory Clinic,58.0,22,1,0.0
2025-01-26 11:00:00,Mood Disorders,58.6,22,0,0.0
2025-01-26 11:00:00,Psychogeriatric Clinic,50.8,20,0,0.0
2025-01-26 12:00:00,Memory Clinic,60.7,18,1,0.0
2025-01-26 12:00:00,Mood Disorders,63.4,25,0,0.0
2025-01-26 12:00:00,Psychogeriatric Clinic,58.2,18,0,0.8
2025-01-26 13:00:00,Memory Clinic,66.9,22,1,0.8
2025-01-26 13:00:00,Mood Disorders,59.1,17,1,0.0
2025-01-26 13:00:00,Psychogeriatric Clinic,47.4,22,0,0.0
2025-01-26 14:00:00,Memory Clinic,54.4,19,0,0.7
2025-01-26 14:00:00,Mood Disorders,53.2,21,0,0.7
2025-01-26 14:00:00,Psychogeriatric Clinic,57.0,17,1,1.2
2025-01-26 15:00:00,Memory Clinic,47.3,16,3,1.7
2025-01-26 15:00:00,Mood Disorders,49.4,17,2,1.2
2025-01-26 15:00:00,Psychogeriatric Clinic,55.0,18,2,0.0
2025-01-26 16:00:00,Memory Clinic,44.2,15,2,2.3
2025-01-26 16:00:00,Mood Disorders,42.7,17,2,2.4
2025-01-26 16:00:00,Psychogeriatric Clinic,51.7,13,1,3.6
2025-01-26 17:00:00,Memory Clinic,38.5,13,1,1.1
2025-01-26 17:00:00,Mood Disorders,37.5,13,3,1.0
2025-01-26 17:00:00,Psychogeriatric Clinic,35.6,11,1,2.8
2025-01-26 18:00:00,Memory Clinic,27.2,9,1,2.7
2025-01-26 18:00:00,Mood Disorders,23.5,12,1,3.7
2025-01-26 18:00:00,Psychogeriatric Clinic,31.6,6,3,2.2
2025-01-26 19:00:00,Memory Clinic,17.5,9,4,3.1
2025-01-26 19:00:00,Mood Disorders,14.9,7,2,4.6
2025-01-26 19:00:00,Psychogeriatric Clinic,26.7,2,3,2.8
2025-01-26 20:00:00,Memory Clinic,17.5,7,4,5.0
2025-01-26 20:00:00,Mood Disorders,19.0,7,2,5.0
2025-01-26 20:00:00,Psychogeriatric Clinic,17.0,3,4,4.0
2025-01-26 21:00:00,Memory Clinic,2.6,2,4,3.9
2025-01-26 21:00:00,Mood Disorders,7.5,7,2,4.3
2025-01-26 21:00:00,Psychogeriatric Clinic,13.6,2,4,3.0
2025-01-26 22:00:00,Memory Clinic,0.0,1,5,5.0
2025-01-26 22:00:00,Mood Disorders,5.9,0,5,3.7
2025-01-26 22:00:00,Psychogeriatric Clinic,8.2,2,3,5.0
2025-01-26 23:00:00,Memory Clinic,0.1,4,4,5.0
2025-01-26 23:00:00,Mood Disorders,3.5,0,4,4.4
2025-01-26 23:00:00,Psychogeriatric Clinic,0.0,0,5,5.0
2025-01-27 00:00:00,Memory Clinic,11.1,1,5,5.0
2025-01-27 00:00:00,Mood Disorders,7.8,0,4,4.6
2025-01-27 00:00:00,Psychogeriatric Clinic,5.9,0,4,3.8
2025-01-27 01:00:00,Memory Clinic,7.4,0,5,5.0
2025-01-27 01:00:00,Mood Disorders,0.0,0,5,4.0
2025-01-27 01:00:00,Psychogeriatric Clinic,4.4,0,5,4.7
2025-01-27 02:00:00,Memory Clinic,2.4,1,5,4.3
2025-01-27 02:00:00,Mood Disorders,4.7,0,5,3.6
2025-01-27 02:00:00,Psychogeriatric Clinic,0.0,0,5,4.4
2025-01-27 03:00:00,Memory Clinic,5.8,6,4,5.0
2025-01-27 03:00:00,Mood Disorders,5.6,0,4,5.0
2025-01-27 03:00:00,Psychogeriatric Clinic,9.6,2,4,5.0
2025-01-27 04:00:00,Memory Clinic,9.9,3,3,2.7
2025-01-27 04:00:00,Mood Disorders,9.9,6,4,2.3
2025-01-27 04:00:00,Psychogeriatric Clinic,21.0,8,5,3.2
2025-01-27 05:00:00,Memory Clinic,24.7,9,3,3.9
2025-01-27 05:00:00,Mood Disorders,20.8,7,2,2.3
2025-01-27 05:00:00,Psychogeriatric Clinic,16.2,6,3,2.8
2025-01-27 06:00:00,Memory Clinic,36.9,9,3,1.8
2025-01-27 06:00:00,Mood Disorders,30.0,11,2,0.0
2025-01-27 06:00:00,Psychogeriatric Clinic,27.5,10,2,2.4
2025-01-27 07:00:00,Memory Clinic,41.7,10,1,2.6
2025-01-27 07:00:00,Mood Disorders,41.5,15,3,3.5
2025-01-27 07:00:00,Psychogeriatric Clinic,30.6,11,2,1.8
2025-01-27 08:00:00,Memory Clinic,42.6,14,2,1.6
2025-01-27 08:00:00,Mood Disorders,43.3,19,0,3.4
2025-01-27 08:00:00,Psychogeriatric Clinic,40.4,12,0,3.3
2025-01-27 09:00:00,Memory Clinic,44.7,15,1,0.8
2025-01-27 09:00:00,Mood Disorders,48.6,15,2,1.4
2025-01-27 09:00:00,Psychogeriatric Clinic,51.8,17,0,2.0
2025-01-27 10:00:00,Memory Clinic,57.0,20,0,0.0
2025-01-27 10:00:00,Mood Disorders,59.0,18,0,0.7
2025-01-27 10:00:00,Psychogeriatric Clinic,59.1,14,1,1.5
2025-01-27 11:00:00,Memory Clinic,56.8,19,0,0.0
2025-01-27 11:00:00,Mood Disorders,60.5,18,1,0.5
2025-01-27 11:00:00,Psychogeriatric Clinic,60.3,22,0,0.2
2025-01-27 12:00:00,Memory Clinic,55.0,22,0,0.8
2025-01-27 12:00:00,Mood Disorders,56.0,21,1,0.0
2025-01-27 12:00:00,Psychogeriatric Clinic,56.7,22,0,0.8
2025-01-27 13:00:00,Memory Clinic,60.3,21,0,0.0
2025-01-27 13:00:00,Mood Disorders,59.3,19,0,0.4
2025-01-27 13:00:00,Psychogeriatric Clinic,58.3,24,0,0.0
2025-01-27 14:00:00,Memory Clinic,54.7,22,0,2.2
2025-01-27 14:00:00,Mood Disorders,57.3,21,0,0.0
2025-01-27 14:00:00,Psychogeriatric Clinic,48.8,18,3,2.1
2025-01-27 15:00:00,Memory Clinic,43.9,19,3,0.9
2025-01-27 15:00:00,Mood Disorders,49.1,13,2,0.7
2025-01-27 15:00:00,Psychogeriatric Clinic,56.4,19,2,0.0
2025-01-27 16:00:00,Memory Clinic,47.9,15,0,3.1
2025-01-27 16:00:00,Mood Disorders,53.4,14,1,0.4
2025-01-27 16:00:00,Psychogeriatric Clinic,43.9,12,0,0.7
2025-01-27 17:00:00,Memory Clinic,36.4,12,2,1.5
2025-01-27 17:00:00,Mood Disorders,32.7,11,2,3.5
2025-01-27 17:00:00,Psychogeriatric Clinic,30.4,13,2,2.4
2025-01-27 18:00:00,Memory Clinic,33.9,8,3,2.0
2025-01-27 18:00:00,Mood Disorders,28.7,11,2,2.9
2025-01-27 18:00:00,Psychogeriatric Clinic,33.8,11,0,1.7
2025-01-27 19:00:00,Memory Clinic,25.9,7,5,3.0
2025-01-27 19:00:00,Mood Disorders,22.6,9,2,3.8
2025-01-27 19:00:00,Psychogeriatric Clinic,28.4,8,4,4.1
2025-01-27 20:00:00,Memory Clinic,21.1,2,4,4.4
2025-01-27 20:00:00,Mood Disorders,16.9,2,4,3.0
2025-01-27 20:00:00,Psychogeriatric Clinic,15.6,11,5,3.5
2025-01-27 21:00:00,Memory Clinic,7.6,5,5,3.4
2025-01-27 21:00:00,Mood Disorders,3.9,2,3,5.0
2025-01-27 21:00:00,Psychogeriatric Clinic,8.9,3,4,4.3
2025-01-27 22:00:00,Memory Clinic,0.0,0,4,4.5
2025-01-27 22:00:00,Mood Disorders,5.2,0,5,5.0
2025-01-27 22:00:00,Psychogeriatric Clinic,0.3,3,5,3.9
2025-01-27 23:00:00,Memory Clinic,1.8,1,5,5.0
2025-01-27 23:00:00,Mood Disorders,4.0,2,5,3.8
2025-01-27 23:00:00,Psychogeriatric Clinic,0.0,0,4,4.2
2025-01-28 00:00:00,Memory Clinic,0.0,0,4,4.6
2025-01-28 00:00:00,Mood Disorders,6.1,0,5,4.9
2025-01-28 00:00:00,Psychogeriatric Clinic,0.0,2,5,5.0
2025-01-28 01:00:00,Memory Clinic,1.4,1,5,5.0
2025-01-28 01:00:00,Mood Disorders,7.9,0,5,5.0
2025-01-28 01:00:00,Psychogeriatric Clinic,0.0,0,5,2.4
2025-01-28 02:00:00,Memory Clinic,6.0,0,4,5.0
2025-01-28 02:00:00,Mood Disorders,7.5,2,5,5.0
2025-01-28 02:00:00,Psychogeriatric Clinic,14.8,2,5,4.3
2025-01-28 03:00:00,Memory Clinic,11.5,6,5,4.7
2025-01-28 03:00:00,Mood Disorders,12.3,3,3,4.7
2025-01-28 03:00:00,Psychogeriatric Clinic,13.3,3,5,3.8
2025-01-28 04:00:00,Memory Clinic,14.7,4,5,2.4
2025-01-28 04:00:00,Mood Disorders,20.4,2,4,4.9
2025-01-28 04:00:00,Psychogeriatric Clinic,14.2,4,5,3.6
2025-01-28 05:00:00,Memory Clinic,21.5,5,2,2.0
2025-01-28 05:00:00,Mood Disorders,25.8,10,2,2.7
2025-01-28 05:00:00,Psychogeriatric Clinic,26.5,9,3,3.3
2025-01-28 06:00:00,Memory Clinic,25.0,10,2,2.6
2025-01-28 06:00:00,Mood Disorders,29.7,11,2,4.4
2025-01-28 06:00:00,Psychogeriatric Clinic,29.7,10,1,2.2
2025-01-28 07:00:00,Memory Clinic,39.4,13,3,0.9
2025-01-28 07:00:00,Mood Disorders,37.0,16,3,0.0
2025-01-28 07:00:00,Psychogeriatric Clinic,31.4,12,3,0.9
2025-01-28 08:00:00,Memory Clinic,42.1,13,2,1.9
2025-01-28 08:00:00,Mood Disorders,42.8,13,1,0.0
2025-01-28 08:00:00,Psychogeriatric Clinic,48.5,13,2,0.3
2025-01-28 09:00:00,Memory Clinic,52.0,14,1,1.2
2025-01-28 09:00:00,Mood Disorders,51.9,19,0,1.5
2025-01-28 09:00:00,Psychogeriatric Clinic,67.3,22,1,1.6
2025-01-28 10:00:00,Memory Clinic,53.0,17,0,0.8
2025-01-28 10:00:00,Mood Disorders,57.1,20,1,0.2
2025-01-28 10:00:00,Psychogeriatric Clinic,58.1,20,1,1.9
2025-01-28 11:00:00,Memory Clinic,53.4,24,1,0.0
2025-01-28 11:00:00,Mood Disorders,68.3,18,0,0.0
2025-01-28 11:00:00,Psychogeriatric Clinic,66.6,20,4,1.1
2025-01-28 12:00:00,Memory Clinic,59.9,22,0,0.0
2025-01-28 12:00:00,Mood Disorders,60.7,20,0,0.0
2025-01-28 12:00:00,Psychogeriatric Clinic,51.9,20,0,0.5
2025-01-28 13:00:00,Memory Clinic,61.2,18,1,1.4
2025-01-28 13:00:00,Mood Disorders,56.2,21,0,0.0
2025-01-28 13:00:00,Psychogeriatric Clinic,58.7,20,1,0.0
2025-01-28 14:00:00,Memory Clinic,58.6,16,0,0.0
2025-01-28 14:00:00,Mood Disorders,52.1,18,0,0.0
2025-01-28 14:00:00,Psychogeriatric Clinic,61.4,19,0,0.0
2025-01-28 15:00:00,Memory Clinic,48.8,13,1,0.0
2025-01-28 15:00:00,Mood Disorders,52.0,16,2,0.0
2025-01-28 15:00:00,Psychogeriatric Clinic,46.0,21,0,0.0
2025-01-28 16:00:00,Memory Clinic,53.3,16,1,1.7
2025-01-28 16:00:00,Mood Disorders,44.2,12,2,0.0
2025-01-28 16:00:00,Psychogeriatric Clinic,35.2,13,0,1.1
2025-01-28 17:00:00,Memory Clinic,47.0,18,2,2.3
2025-01-28 17:00:00,Mood Disorders,32.3,10,1,2.6
2025-01-28 17:00:00,Psychogeriatric Clinic,42.6,13,2,3.2
2025-01-28 18:00:00,Memory Clinic,37.3,12,2,3.1
2025-01-28 18:00:00,Mood Disorders,38.7,12,3,3.1
2025-01-28 18:00:00,Psychogeriatric Clinic,30.8,10,3,3.1
2025-01-28 19:00:00,Memory Clinic,21.6,5,4,4.3
2025-01-28 19:00:00,Mood Disorders,22.9,4,3,3.4
2025-01-28 19:00:00,Psychogeriatric Clinic,15.6,7,2,5.0
2025-01-28 20:00:00,Memory Clinic,16.4,6,5,3.4
2025-01-28 20:00:00,Mood Disorders,14.3,4,4,3.7
2025-01-28 20:00:00,Psychogeriatric Clinic,20.9,8,3,3.0
2025-01-28 21:00:00,Memory Clinic,11.2,2,5,3.6
2025-01-28 21:00:00,Mood Disorders,15.8,0,3,4.7
